C,NEMP.WORLD,PREDISPATCHIS,AEMO,PUBLIC,2020/03/19,12:01:14,0000000320548349,PREDISPATCHIS,0000000320548346
I,PREDISPATCH,CASE_SOLUTION,1,PREDISPATCHSEQNO,RUNNO,SOLUTIONSTATUS,SPDVERSION,NONPHYSICALLOSSES,TOTALOBJECTIVE,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALASPROFILEVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,LASTCHANGED,INTERVENTION
D,PREDISPATCH,CASE_SOLUTION,1,2020031917,1,18,,0,527833346.7460,0,0,0,0,179,,,,,0,0,0,"2020/03/19 12:00:48",0
I,PREDISPATCH,LOCAL_PRICE,1,PREDISPATCHSEQNO,DATETIME,DUID,PERIODID,LOCAL_PRICE_ADJUSTMENT,LOCALLY_CONSTRAINED,LASTCHANGED
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_T_SHGT,2020031936,0,10501,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_Q_TAMR2,2020031936,0,10317,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2017/10/19 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_SADL,2020031936,0,10863,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_SNTH,2020031936,0,10212,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_SRIV,2020031936,0,10066,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_SSE,2020031936,0,10086,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_SWNSW,2020031936,0,10471,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2018/04/13 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_TNTH,2020031936,0,10097,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_TNWEST,2020031936,0,10121,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_Q_BCCP,2020031936,0,10749,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2015/12/16 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_Q_BCRG,2020031936,0,10781,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2015/12/16 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_Q_CLST,2020031936,0,10859,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_Q_CLWU,2020031936,0,10864,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_Q_LCCP,2020031936,0,10773,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2015/12/16 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_Q_RGLC,2020031936,0,10759,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2017/10/19 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_Q_TAMR,2020031936,0,10317,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_NTE,2020031936,0,10031,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2018/04/13 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_QCEN,2020031936,0,10867,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_QCIND,2020031936,0,10872,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_QFNQ,2020031936,0,10211,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_QNTH,2020031936,0,10725,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_QSTHE,2020031936,0,12181,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_QSTHW,2020031936,0,11789,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,#VIC1_E_20200310,2020031936,0,5,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2020/03/10 00:00:00",2,0
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP,2020031936,0,10076.83384,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2018/04/13 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_LS,2020031936,0,10045,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2018/04/13 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_NCAN,2020031936,0,10347,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_NCWEST,2020031936,0,10484,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_NNTH,2020031936,0,10504,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DATASNAP_DFS_NSYD,2020031936,0,13468,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_BL_R6,2020031936,0,-208.39986,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,403.63746
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_BL_R60,2020031936,0,-104.19998,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,458.63746
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_MG_R5,2020031936,0,225.74004,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,497.29746
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_MG_R6,2020031936,0,152.80012,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,403.63746
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_MG_R60,2020031936,0,152.80012,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,458.63746
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++RREG_0220,2020031936,0,-258,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/05/16 00:00:00",1,76.37746
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++WIPN-2_MLL60,2020031936,0,-582.19988,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2017/05/16 00:00:00",1,375.72254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++ML_L5_0400,2020031936,0,-109.25996,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,469.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++ML_L60_0400,2020031936,0,-182.19988,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,375.72254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++ML_L6_0400,2020031936,0,-182.19988,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,351.52254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_BL_L5,2020031936,0,-10161.25996,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,469.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_BL_L6,2020031936,0,-10208.39976,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,351.52254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_BL_L60,2020031936,0,-10104.19988,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,375.72254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++NIL_BL_R5,2020031936,0,-161.26006,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2013/08/21 00:00:00",1,497.29746
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+WIV_N-2_MG_R5,2020031936,0,-34.07513,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/09/11 00:00:00",1,700.92
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+WIV_N-2_MG_R6,2020031936,0,-141.73545,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,593.26
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+WIV_N-2_MG_R60,2020031936,0,-141.73545,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,593.26
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++APD_TL_L5,2020031936,0,3.58004,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2014/03/03 00:00:00",1,469.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++APD_TL_L6,2020031936,0,-173.55976,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2014/03/03 00:00:00",1,351.52254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++APD_TL_L60,2020031936,0,-69.35988,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2014/03/03 00:00:00",1,375.72254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_MAIN++LREG_0210,2020031936,0,-268,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/05/16 00:00:00",1,274.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_WF_TG_R5,2020031936,0,41.37887,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,700.92
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_WF_TG_R6,2020031936,0,-170.48133,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,593.26
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_WF_TG_R60,2020031936,0,-66.28145,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,593.26
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+RREG_0220,2020031936,0,220,12.46,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/05/16 00:00:00",1,220
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+WIP_N-2_ML_L5,2020031936,0,-34.07513,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,478.76
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+WIP_N-2_ML_L6,2020031936,0,-141.73545,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,266.9
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+WIP_N-2_ML_L60,2020031936,0,-141.73545,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,371.1
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_APD_TL_L60,2020031936,0,371.10455,0.19,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,371.1
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_BB_TG_R5,2020031936,0,-34.07513,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,700.92
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_BB_TG_R6,2020031936,0,-245.93533,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,593.26
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_BB_TG_R60,2020031936,0,-141.73545,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,593.26
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_MG_R5,2020031936,0,700.92487,1.04,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/09/11 00:00:00",1,700.92
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_MG_R6,2020031936,0,593.26455,3.89,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,593.26
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_MG_R60,2020031936,0,593.26455,5,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,593.26
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_V_NIL_19_B,2020031936,0,11726.0581,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2020/02/12 00:00:00",1,75.70047
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_V_NIL_19_C,2020031936,0,11724.33361,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2020/02/12 00:00:00",1,75.70047
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+LREG_0210,2020031936,0,210,9.82,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/05/16 00:00:00",1,210
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+ML_L5_0400,2020031936,0,365.92487,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,478.76
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+ML_L60_0400,2020031936,0,258.26455,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,371.1
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+ML_L6_0400,2020031936,0,258.26455,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,266.9
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_APD_TL_L5,2020031936,0,478.76487,0.18,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,478.76
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_I+NIL_APD_TL_L6,2020031936,0,266.90468,0.05,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/08/22 00:00:00",1,266.9
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_S_V_000_DYN,2020031936,0,10000,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/03/11 00:00:00",1,-50
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_T_NIL_BL_6,2020031936,0,10315.33871,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2017/07/21 00:00:00",1,-163.528
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_V>>V_NIL_1A,2020031936,0,11953.08062,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/12/03 00:00:00",1,-90.81605
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_V>>V_NIL_1C,2020031936,0,11931.63151,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/12/03 00:00:00",1,-90.81605
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_V>>V_NIL_1D,2020031936,0,11936.38953,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/12/03 00:00:00",1,-90.81625
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_V>V_NIL_7,2020031936,0,10992.41979,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/01/24 00:00:00",1,30
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_VS_250_DYN,2020031936,0,10250,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/03/11 00:00:00",1,50
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_6,2020031936,0,10741.82,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,165.49855
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_7,2020031936,0,20638.828,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,135.76625
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_8,2020031936,0,20725.06,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,155.2066
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_9,2020031936,0,10750.16,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,155.2066
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SV_250_DYN,2020031936,0,10250,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/03/11 00:00:00",1,-50
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_S_NOTI_NOTI_3,2020031936,0,10123.03907,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2014/02/24 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_S_SETX_SETX,2020031936,0,10235.07841,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2014/02/17 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_Q^^NIL_SRAR,2020031936,0,11086.41341,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2019/03/29 00:00:00",1,585.24188
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SA_BERRI_LD,2020031936,0,10051.07236,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2020/01/17 00:00:00",1,-32
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_1,2020031936,0,10693.48,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,-132.3356
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_2,2020031936,0,10633.4056,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,135.76625
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_3,2020031936,0,20614.9256,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,155.2066
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_4,2020031936,0,20697.68,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,165.49855
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,DSNAP_SNIL_5,2020031936,0,10690.028,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/11 00:00:00",1,140.34045
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_MG_RECL_R5,2020031936,0,-9936.80027,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/12/02 00:00:00",1,99
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_MG_RECL_R6,2020031936,0,-9928.36454,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/12/02 00:00:00",1,85
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_MG_RECL_R60,2020031936,0,-9911.33068,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/12/02 00:00:00",1,30
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_ML_L5,2020031936,0,-9952.3218,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,113.76
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_ML_L6,2020031936,0,-9942.55347,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,20
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_ML_L60,2020031936,0,-9925.2722,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,100
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_WF_TG_R5,2020031936,0,-9973.0847,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,99
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+LREG_0050,2020031936,0,-9950,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2015/01/29 00:00:00",1,40
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_BB_TG_R5,2020031936,0,-10040.03353,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,99
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_BB_TG_R6,2020031936,0,-10043.70613,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,85
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_BB_TG_R60,2020031936,0,-10052.73654,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,30
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_MG_R5,2020031936,0,-9912.26521,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,99
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_MG_R6,2020031936,0,-9900.95173,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,85
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T+NIL_MG_R60,2020031936,0,-9877.72326,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,30
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T++NIL_ML_L5,2020031936,0,-429.7892,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,9.13746
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T++NIL_ML_L6,2020031936,0,-485.13751,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,-84.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T++NIL_ML_L60,2020031936,0,-407.4476,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,-4.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T++NIL_WF_TG_R5,2020031936,0,-454.89373,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,203.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T++NIL_WF_TG_R6,2020031936,0,-527.43608,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,189.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T++NIL_WF_TG_R60,2020031936,0,-396.41889,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,134.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T++RREG_0050,2020031936,0,-428,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2015/01/29 00:00:00",1,143.62254
D,PREDISPATCH,CONSTRAINT_SOLUTION,5,2020031917,1,F_T++NIL_BB_TG_R60,2020031936,0,-458.35908,0,0,"2020/03/19 12:00:48","2020/03/19 22:00:00",,"2016/04/12 00:00:00",1,134.62254
